,month,year,County Name,Parameter Name,Arithmetic Mean
3317,10,2014,San Luis Obispo,Wind Speed - Resultant,91.58824658576052
3318,10,2014,Santa Barbara,Wind Speed - Resultant,86.72533686344086
3319,10,2014,Santa Clara,Wind Speed - Resultant,113.31940546774193
3320,10,2014,Shasta,Wind Speed - Resultant,77.98296706451613
3321,10,2014,Stanislaus,Wind Speed - Resultant,123.11500491129033
3322,10,2014,Sutter,Wind Speed - Resultant,88.28275522413793
3323,10,2014,Tehama,Wind Speed - Resultant,82.45288975806452
3324,10,2014,Tulare,Wind Speed - Resultant,90.8284100629139
3325,10,2014,Tuolumne,Wind Speed - Resultant,97.6364745
3326,10,2014,Ventura,Wind Speed - Resultant,81.69015944892473
3327,10,2014,Yolo,Wind Speed - Resultant,116.09312306451612
3635,11,2014,Amador,Wind Speed - Resultant,69.29458336666667
3636,11,2014,Butte,Wind Speed - Resultant,87.40776805
3637,11,2014,Calaveras,Wind Speed - Resultant,91.08513886666667
3638,11,2014,Colusa,Wind Speed - Resultant,103.88354166666666
3639,11,2014,El Dorado,Wind Speed - Resultant,83.40242125833333
3640,11,2014,Fresno,Wind Speed - Resultant,98.51972081284916
3641,11,2014,Glenn,Wind Speed - Resultant,105.18416661666667
3642,11,2014,Imperial,Wind Speed - Resultant,105.1737037
3643,11,2014,Inyo,Wind Speed - Resultant,89.31890902777778
3644,11,2014,Kern,Wind Speed - Resultant,98.91519270075759
3645,11,2014,Kings,Wind Speed - Resultant,101.71549803333333
3646,11,2014,Los Angeles,Wind Speed - Resultant,65.44675421666666
3647,11,2014,Madera,Wind Speed - Resultant,96.49369984444444
3648,11,2014,Mariposa,Wind Speed - Resultant,63.89618183333334
3649,11,2014,Merced,Wind Speed - Resultant,90.94637788333333
3650,11,2014,Placer,Wind Speed - Resultant,88.44474421666668
3651,11,2014,Riverside,Wind Speed - Resultant,106.71179316822429
3652,11,2014,Sacramento,Wind Speed - Resultant,92.05886623765431
3653,11,2014,San Benito,Wind Speed - Resultant,48.46517245
3654,11,2014,San Bernardino,Wind Speed - Resultant,83.70791663333333
3655,11,2014,San Diego,Wind Speed - Resultant,83.08357897291667
3656,11,2014,San Joaquin,Wind Speed - Resultant,103.85232685555556
3657,11,2014,San Luis Obispo,Wind Speed - Resultant,86.65868563166667
3658,11,2014,Santa Barbara,Wind Speed - Resultant,89.35001362694878
3659,11,2014,Santa Clara,Wind Speed - Resultant,98.10341395
3660,11,2014,Shasta,Wind Speed - Resultant,82.30897032000001
3661,11,2014,Stanislaus,Wind Speed - Resultant,95.48957066666667
3662,11,2014,Sutter,Wind Speed - Resultant,94.27611114999999
3663,11,2014,Tehama,Wind Speed - Resultant,70.67281096666667
3664,11,2014,Tulare,Wind Speed - Resultant,83.96087027586206
3665,11,2014,Tuolumne,Wind Speed - Resultant,89.22040083333333
3666,11,2014,Ventura,Wind Speed - Resultant,68.94723379444444
3667,11,2014,Yolo,Wind Speed - Resultant,119.33625003333333
3965,12,2014,Amador,Wind Speed - Resultant,66.93844093548387
3966,12,2014,Butte,Wind Speed - Resultant,86.06469325806451
3967,12,2014,Calaveras,Wind Speed - Resultant,86.39697583870968
3968,12,2014,Colusa,Wind Speed - Resultant,101.71001959677419
3969,12,2014,El Dorado,Wind Speed - Resultant,79.69587630508474
3970,12,2014,Fresno,Wind Speed - Resultant,82.86319137222222
3971,12,2014,Glenn,Wind Speed - Resultant,105.83723911290323
3972,12,2014,Imperial,Wind Speed - Resultant,99.99465152150539
3973,12,2014,Inyo,Wind Speed - Resultant,94.02809139247312
3974,12,2014,Kern,Wind Speed - Resultant,90.82958679565216
3975,12,2014,Kings,Wind Speed - Resultant,85.85572649999999
3976,12,2014,Los Angeles,Wind Speed - Resultant,60.847171548387095
3977,12,2014,Madera,Wind Speed - Resultant,78.6421345967742
3978,12,2014,Mariposa,Wind Speed - Resultant,64.2396680967742
3979,12,2014,Merced,Wind Speed - Resultant,85.87517640322581
3980,12,2014,Placer,Wind Speed - Resultant,89.46444898387097
3981,12,2014,Riverside,Wind Speed - Resultant,105.47133303181818
3982,12,2014,Sacramento,Wind Speed - Resultant,90.42376031935484
3983,12,2014,San Benito,Wind Speed - Resultant,72.0408145
3984,12,2014,San Bernardino,Wind Speed - Resultant,89.12401511666667
3985,12,2014,San Diego,Wind Speed - Resultant,78.19695186895161
3986,12,2014,San Joaquin,Wind Speed - Resultant,96.75532945054944
3987,12,2014,San Luis Obispo,Wind Speed - Resultant,80.15789143689321
3988,12,2014,Santa Barbara,Wind Speed - Resultant,80.773943150108
3989,12,2014,Santa Clara,Wind Speed - Resultant,91.46527662903226
3990,12,2014,Shasta,Wind Speed - Resultant,86.62375832258064
3991,12,2014,Stanislaus,Wind Speed - Resultant,93.87158066935484
3992,12,2014,Sutter,Wind Speed - Resultant,93.73959675806452
3993,12,2014,Tehama,Wind Speed - Resultant,80.18434140322582
3994,12,2014,Tulare,Wind Speed - Resultant,77.86684071370968
3995,12,2014,Tuolumne,Wind Speed - Resultant,87.00551643548387
3996,12,2014,Ventura,Wind Speed - Resultant,62.88136496236559
3997,12,2014,Yolo,Wind Speed - Resultant,105.72009411290323
94,1,2015,Amador,Wind Speed - Resultant,71.58864248387097
95,1,2015,Butte,Wind Speed - Resultant,94.04117107526882
96,1,2015,Calaveras,Wind Speed - Resultant,96.43380377419355
97,1,2015,Colusa,Wind Speed - Resultant,102.52983875806451
98,1,2015,El Dorado,Wind Speed - Resultant,83.09314516129032
99,1,2015,Fresno,Wind Speed - Resultant,89.8052616235294
100,1,2015,Glenn,Wind Speed - Resultant,118.02378395161291
101,1,2015,Imperial,Wind Speed - Resultant,105.1548802795699
102,1,2015,Inyo,Wind Speed - Resultant,87.33508917921148
103,1,2015,Kern,Wind Speed - Resultant,93.38693225641025
104,1,2015,Kings,Wind Speed - Resultant,88.41674403225807
105,1,2015,Madera,Wind Speed - Resultant,81.77755721428571
106,1,2015,Mariposa,Wind Speed - Resultant,59.294299354838714
107,1,2015,Merced,Wind Speed - Resultant,82.77994548387096
108,1,2015,Placer,Wind Speed - Resultant,95.30120962903226
109,1,2015,Riverside,Wind Speed - Resultant,99.32561855
110,1,2015,Sacramento,Wind Speed - Resultant,89.5236926535433
111,1,2015,San Benito,Wind Speed - Resultant,32.59046683870967
112,1,2015,San Bernardino,Wind Speed - Resultant,69.8170289423077
113,1,2015,San Diego,Wind Speed - Resultant,77.6810880487805
114,1,2015,San Joaquin,Wind Speed - Resultant,95.49981321505376
115,1,2015,San Luis Obispo,Wind Speed - Resultant,78.40262892556633
116,1,2015,Santa Barbara,Wind Speed - Resultant,78.91473860107527
117,1,2015,Santa Clara,Wind Speed - Resultant,103.66894158064515
118,1,2015,Shasta,Wind Speed - Resultant,59.514361790322575
119,1,2015,Stanislaus,Wind Speed - Resultant,90.32926597580645
120,1,2015,Sutter,Wind Speed - Resultant,98.13064516129033
121,1,2015,Tulare,Wind Speed - Resultant,82.95065533870968
122,1,2015,Tuolumne,Wind Speed - Resultant,88.79311461290322
123,1,2015,Ventura,Wind Speed - Resultant,61.80583556451613
124,1,2015,Yolo,Wind Speed - Resultant,111.70362432258065
451,2,2015,Amador,Wind Speed - Resultant,69.24590775
452,2,2015,Butte,Wind Speed - Resultant,90.99398316666667
453,2,2015,Calaveras,Wind Speed - Resultant,94.70706844642858
454,2,2015,Colusa,Wind Speed - Resultant,111.091795875
455,2,2015,El Dorado,Wind Speed - Resultant,86.31698887037037
456,2,2015,Fresno,Wind Speed - Resultant,93.50582048657718
457,2,2015,Glenn,Wind Speed - Resultant,114.53107324999999
458,2,2015,Imperial,Wind Speed - Resultant,97.05736417857143
459,2,2015,Inyo,Wind Speed - Resultant,86.15106816269842
460,2,2015,Kern,Wind Speed - Resultant,95.67334942063492
461,2,2015,Kings,Wind Speed - Resultant,97.56653725
462,2,2015,Madera,Wind Speed - Resultant,88.0865722767857
463,2,2015,Mariposa,Wind Speed - Resultant,71.47736153571428
464,2,2015,Merced,Wind Speed - Resultant,86.868337375
465,2,2015,Placer,Wind Speed - Resultant,89.30037201785714
466,2,2015,Riverside,Wind Speed - Resultant,102.1025201686747
467,2,2015,Sacramento,Wind Speed - Resultant,91.02327177232144
468,2,2015,San Benito,Wind Speed - Resultant,50.14676205357143
469,2,2015,San Bernardino,Wind Speed - Resultant,88.07638133928572
470,2,2015,San Diego,Wind Speed - Resultant,91.25394645045046
471,2,2015,San Joaquin,Wind Speed - Resultant,109.03812894642859
472,2,2015,San Luis Obispo,Wind Speed - Resultant,90.8883080902527
473,2,2015,Santa Barbara,Wind Speed - Resultant,89.09111845357144
474,2,2015,Santa Clara,Wind Speed - Resultant,106.34150114285714
475,2,2015,Shasta,Wind Speed - Resultant,68.46608517857143
476,2,2015,Stanislaus,Wind Speed - Resultant,102.99541276785715
477,2,2015,Sutter,Wind Speed - Resultant,92.57715773214285
478,2,2015,Tulare,Wind Speed - Resultant,86.04858387946429
479,2,2015,Tuolumne,Wind Speed - Resultant,91.61257442857142
480,2,2015,Ventura,Wind Speed - Resultant,75.77316322321428
481,2,2015,Yolo,Wind Speed - Resultant,120.57552085714285
809,3,2015,Amador,Wind Speed - Resultant,75.4727150483871
810,3,2015,Butte,Wind Speed - Resultant,93.90105287096775
811,3,2015,Calaveras,Wind Speed - Resultant,101.1684139516129
812,3,2015,Colusa,Wind Speed - Resultant,108.41774193548386
813,3,2015,El Dorado,Wind Speed - Resultant,89.63667593548386
814,3,2015,Fresno,Wind Speed - Resultant,113.30030419364162
815,3,2015,Glenn,Wind Speed - Resultant,115.95598119354838
816,3,2015,Imperial,Wind Speed - Resultant,102.62056839784947
817,3,2015,Inyo,Wind Speed - Resultant,86.68658901433692
818,3,2015,Kern,Wind Speed - Resultant,101.20499965789475
819,3,2015,Kings,Wind Speed - Resultant,121.76128356451612
820,3,2015,Madera,Wind Speed - Resultant,114.97487325
821,3,2015,Mariposa,Wind Speed - Resultant,70.47734738709677
822,3,2015,Merced,Wind Speed - Resultant,111.45459688709677
823,3,2015,Placer,Wind Speed - Resultant,93.30660733870967
824,3,2015,Riverside,Wind Speed - Resultant,99.33346134408602
825,3,2015,Sacramento,Wind Speed - Resultant,98.83377024342106
826,3,2015,San Benito,Wind Speed - Resultant,51.570613596774194
827,3,2015,San Bernardino,Wind Speed - Resultant,85.34819243548387
828,3,2015,San Diego,Wind Speed - Resultant,88.06731825806452
829,3,2015,San Joaquin,Wind Speed - Resultant,123.16602826881721
830,3,2015,San Luis Obispo,Wind Speed - Resultant,91.69056709446255
831,3,2015,Santa Barbara,Wind Speed - Resultant,88.94947011827956
832,3,2015,Santa Clara,Wind Speed - Resultant,116.75927420967743
833,3,2015,Shasta,Wind Speed - Resultant,80.37057508333334
834,3,2015,Stanislaus,Wind Speed - Resultant,122.19332778225807
835,3,2015,Sutter,Wind Speed - Resultant,95.4476852037037
836,3,2015,Tulare,Wind Speed - Resultant,94.3131886733871
837,3,2015,Tuolumne,Wind Speed - Resultant,97.28919358064516
838,3,2015,Ventura,Wind Speed - Resultant,76.31336263978494
839,3,2015,Yolo,Wind Speed - Resultant,125.52264783870969
1169,4,2015,Amador,Wind Speed - Resultant,81.01715283333333
1170,4,2015,Butte,Wind Speed - Resultant,95.56395325
1171,4,2015,Calaveras,Wind Speed - Resultant,107.54847221666667
1172,4,2015,Colusa,Wind Speed - Resultant,104.89097223333333
1173,4,2015,El Dorado,Wind Speed - Resultant,94.43100690833333
1174,4,2015,Fresno,Wind Speed - Resultant,128.24847979333333
1175,4,2015,Glenn,Wind Speed - Resultant,113.99574272222223
1176,4,2015,Imperial,Wind Speed - Resultant,106.28453917222222
1177,4,2015,Inyo,Wind Speed - Resultant,86.77991554263565
1178,4,2015,Kern,Wind Speed - Resultant,113.23997690120967
1179,4,2015,Kings,Wind Speed - Resultant,133.20641808333332
1180,4,2015,Los Angeles,Wind Speed - Resultant,87.37381936666667
1181,4,2015,Madera,Wind Speed - Resultant,130.942328575
1182,4,2015,Mariposa,Wind Speed - Resultant,77.23411111666668
1183,4,2015,Merced,Wind Speed - Resultant,131.98866408333333
1184,4,2015,Placer,Wind Speed - Resultant,100.0905586
1185,4,2015,Riverside,Wind Speed - Resultant,107.00473382222222
1186,4,2015,Sacramento,Wind Speed - Resultant,107.99828170945946
1187,4,2015,San Benito,Wind Speed - Resultant,62.9247973
1188,4,2015,San Bernardino,Wind Speed - Resultant,100.64382246666668
1189,4,2015,San Diego,Wind Speed - Resultant,103.34311650416666
1190,4,2015,San Joaquin,Wind Speed - Resultant,130.72114143333332
1191,4,2015,San Luis Obispo,Wind Speed - Resultant,105.01245632130585
1192,4,2015,Santa Barbara,Wind Speed - Resultant,97.78999317974971
1193,4,2015,Santa Clara,Wind Speed - Resultant,120.95714068333334
1194,4,2015,Shasta,Wind Speed - Resultant,65.42910366666666
1195,4,2015,Stanislaus,Wind Speed - Resultant,131.27549981666667
1196,4,2015,Sutter,Wind Speed - Resultant,102.98200956666666
1197,4,2015,Tulare,Wind Speed - Resultant,99.08515856000001
1198,4,2015,Tuolumne,Wind Speed - Resultant,98.57173615
1199,4,2015,Ventura,Wind Speed - Resultant,88.54939573888889
1200,4,2015,Yolo,Wind Speed - Resultant,124.88777783333333
1540,5,2015,Amador,Wind Speed - Resultant,83.74529574193548
1541,5,2015,Butte,Wind Speed - Resultant,86.1599686344086
1542,5,2015,Calaveras,Wind Speed - Resultant,117.22419356451613
1543,5,2015,Colusa,Wind Speed - Resultant,77.43884412903225
1544,5,2015,El Dorado,Wind Speed - Resultant,89.23546725268818
1545,5,2015,Fresno,Wind Speed - Resultant,132.96116447741935
1546,5,2015,Glenn,Wind Speed - Resultant,80.67842741935483
1547,5,2015,Imperial,Wind Speed - Resultant,104.503181
1548,5,2015,Inyo,Wind Speed - Resultant,93.68974016129032
1549,5,2015,Kern,Wind Speed - Resultant,116.85186013978495
1550,5,2015,Kings,Wind Speed - Resultant,129.6891531451613
1551,5,2015,Los Angeles,Wind Speed - Resultant,105.52403475925927
1552,5,2015,Madera,Wind Speed - Resultant,134.97266708870967
1553,5,2015,Mariposa,Wind Speed - Resultant,100.51879586290322
1554,5,2015,Merced,Wind Speed - Resultant,136.2058739032258
1555,5,2015,Nevada,Wind Speed - Resultant,97.33696232258065
1556,5,2015,Placer,Wind Speed - Resultant,82.69536291935484
1557,5,2015,Riverside,Wind Speed - Resultant,109.1406862032967
1558,5,2015,Sacramento,Wind Speed - Resultant,98.53962576129032
1559,5,2015,San Benito,Wind Speed - Resultant,83.14984232258065
1560,5,2015,San Bernardino,Wind Speed - Resultant,101.86179977419354
1561,5,2015,San Diego,Wind Speed - Resultant,116.38660568548387
1562,5,2015,San Joaquin,Wind Speed - Resultant,126.7174593763441
1563,5,2015,San Luis Obispo,Wind Speed - Resultant,121.5350835107527
1564,5,2015,Santa Barbara,Wind Speed - Resultant,105.10265025442479
1565,5,2015,Santa Clara,Wind Speed - Resultant,128.15442987096773
1566,5,2015,Shasta,Wind Speed - Resultant,82.34299922580645
1567,5,2015,Stanislaus,Wind Speed - Resultant,133.77996131451613
1568,5,2015,Sutter,Wind Speed - Resultant,77.02642849180329
1569,5,2015,Tehama,Wind Speed - Resultant,100.297043
1570,5,2015,Tulare,Wind Speed - Resultant,101.42994172258064
1571,5,2015,Tuolumne,Wind Speed - Resultant,112.4452694032258
1572,5,2015,Ventura,Wind Speed - Resultant,104.91246445430109
1573,5,2015,Yolo,Wind Speed - Resultant,99.52822580645162
1910,6,2015,Amador,Wind Speed - Resultant,80.95479173333334
1911,6,2015,Butte,Wind Speed - Resultant,89.10653416111111
1912,6,2015,Calaveras,Wind Speed - Resultant,115.32902781666667
1913,6,2015,Colusa,Wind Speed - Resultant,73.17243058333334
1914,6,2015,El Dorado,Wind Speed - Resultant,89.08973766666666
1915,6,2015,Fresno,Wind Speed - Resultant,135.09213923489932
1916,6,2015,Glenn,Wind Speed - Resultant,79.85736106666667
1917,6,2015,Imperial,Wind Speed - Resultant,92.33560613333334
1918,6,2015,Inyo,Wind Speed - Resultant,96.44395282592593
1919,6,2015,Kern,Wind Speed - Resultant,113.66607466851852
1920,6,2015,Kings,Wind Speed - Resultant,143.89040997499998
1921,6,2015,Los Angeles,Wind Speed - Resultant,111.55151788333333
1922,6,2015,Madera,Wind Speed - Resultant,143.40573229166665
1923,6,2015,Mariposa,Wind Speed - Resultant,100.361487
1924,6,2015,Merced,Wind Speed - Resultant,142.90284066666666
1925,6,2015,Nevada,Wind Speed - Resultant,101.41425282758621
1926,6,2015,Placer,Wind Speed - Resultant,88.85416666666667
1927,6,2015,Riverside,Wind Speed - Resultant,100.19773222222221
1928,6,2015,Sacramento,Wind Speed - Resultant,102.23602901333334
1929,6,2015,San Benito,Wind Speed - Resultant,58.6649794
1930,6,2015,San Bernardino,Wind Speed - Resultant,101.67900666666667
1931,6,2015,San Diego,Wind Speed - Resultant,120.61598000625
1932,6,2015,San Joaquin,Wind Speed - Resultant,133.73711682222222
1933,6,2015,San Luis Obispo,Wind Speed - Resultant,116.19612217222222
1934,6,2015,Santa Barbara,Wind Speed - Resultant,99.38583344
1935,6,2015,Santa Clara,Wind Speed - Resultant,134.59942765
1936,6,2015,Shasta,Wind Speed - Resultant,79.43758755
1937,6,2015,Stanislaus,Wind Speed - Resultant,149.19819366666667
1938,6,2015,Sutter,Wind Speed - Resultant,81.61953530000001
1939,6,2015,Tehama,Wind Speed - Resultant,97.90818783333334
1940,6,2015,Tulare,Wind Speed - Resultant,103.04163601360544
1941,6,2015,Tuolumne,Wind Speed - Resultant,112.62652785
1942,6,2015,Ventura,Wind Speed - Resultant,112.97832491944443
1943,6,2015,Yolo,Wind Speed - Resultant,97.36347219999999
2280,7,2015,Amador,Wind Speed - Resultant,87.95530912903226
2281,7,2015,Butte,Wind Speed - Resultant,89.38446086021506
2282,7,2015,Calaveras,Wind Speed - Resultant,119.8646504516129
2283,7,2015,Colusa,Wind Speed - Resultant,77.32224466129033
2284,7,2015,El Dorado,Wind Speed - Resultant,89.88828034883721
2285,7,2015,Fresno,Wind Speed - Resultant,139.28298533548386
2286,7,2015,Glenn,Wind Speed - Resultant,79.49583332258064
2287,7,2015,Imperial,Wind Speed - Resultant,94.67027856048387
2288,7,2015,Inyo,Wind Speed - Resultant,91.564408218638
2289,7,2015,Kern,Wind Speed - Resultant,114.1979110344203
2290,7,2015,Kings,Wind Speed - Resultant,140.47301268548387
2291,7,2015,Madera,Wind Speed - Resultant,141.22592491935484
2292,7,2015,Mariposa,Wind Speed - Resultant,99.66774189516129
2293,7,2015,Merced,Wind Speed - Resultant,142.8381007580645
2294,7,2015,Nevada,Wind Speed - Resultant,105.81263437096774
2295,7,2015,Placer,Wind Speed - Resultant,87.50624998387097
2296,7,2015,Riverside,Wind Speed - Resultant,105.41189516666667
2297,7,2015,Sacramento,Wind Speed - Resultant,101.774868783237
2298,7,2015,San Benito,Wind Speed - Resultant,63.58213153225806
2299,7,2015,San Bernardino,Wind Speed - Resultant,102.03386248387096
2300,7,2015,San Diego,Wind Speed - Resultant,119.54720729878049
2301,7,2015,San Joaquin,Wind Speed - Resultant,131.95790506593406
2302,7,2015,San Luis Obispo,Wind Speed - Resultant,119.29799554677419
2303,7,2015,Santa Barbara,Wind Speed - Resultant,100.67997203145336
2304,7,2015,Santa Clara,Wind Speed - Resultant,137.68625229032259
2305,7,2015,Shasta,Wind Speed - Resultant,80.5195535483871
2306,7,2015,Stanislaus,Wind Speed - Resultant,150.2287152016129
2307,7,2015,Sutter,Wind Speed - Resultant,80.47956987903225
2308,7,2015,Tehama,Wind Speed - Resultant,102.9047043064516
2309,7,2015,Tulare,Wind Speed - Resultant,105.21046641290323
2310,7,2015,Tuolumne,Wind Speed - Resultant,115.18353493548386
2311,7,2015,Ventura,Wind Speed - Resultant,109.94982718817205
2312,7,2015,Yolo,Wind Speed - Resultant,98.91680108064516
2633,8,2015,Amador,Wind Speed - Resultant,84.06139424193549
2634,8,2015,Butte,Wind Speed - Resultant,85.7103494032258
2635,8,2015,Calaveras,Wind Speed - Resultant,120.02204296774194
2636,8,2015,Colusa,Wind Speed - Resultant,72.43958329032257
2637,8,2015,El Dorado,Wind Speed - Resultant,88.31103666
2638,8,2015,Fresno,Wind Speed - Resultant,142.81451298641304
2639,8,2015,Glenn,Wind Speed - Resultant,80.1
2640,8,2015,Imperial,Wind Speed - Resultant,86.78150344758065
2641,8,2015,Inyo,Wind Speed - Resultant,91.70508261290323
2642,8,2015,Kern,Wind Speed - Resultant,114.40370228057553
2643,8,2015,Kings,Wind Speed - Resultant,146.30055624193548
2644,8,2015,Madera,Wind Speed - Resultant,146.68910406451613
2645,8,2015,Mariposa,Wind Speed - Resultant,101.01045024999999
2646,8,2015,Merced,Wind Speed - Resultant,146.26008946774192
2647,8,2015,Nevada,Wind Speed - Resultant,104.92943543548387
2648,8,2015,Placer,Wind Speed - Resultant,86.38508061290322
2649,8,2015,Riverside,Wind Speed - Resultant,101.46929243548388
2650,8,2015,Sacramento,Wind Speed - Resultant,99.2151064139785
2651,8,2015,San Benito,Wind Speed - Resultant,55.189132467741935
2652,8,2015,San Bernardino,Wind Speed - Resultant,104.98810775806452
2653,8,2015,San Diego,Wind Speed - Resultant,114.7241565489796
2654,8,2015,San Joaquin,Wind Speed - Resultant,133.1401272956989
2655,8,2015,San Luis Obispo,Wind Speed - Resultant,115.45630857522124
2656,8,2015,Santa Barbara,Wind Speed - Resultant,97.00019323809524
2657,8,2015,Santa Clara,Wind Speed - Resultant,131.83451365000002
2658,8,2015,Shasta,Wind Speed - Resultant,82.60034180645161
2659,8,2015,Stanislaus,Wind Speed - Resultant,150.98081175
2660,8,2015,Sutter,Wind Speed - Resultant,78.2071236532258
2661,8,2015,Tehama,Wind Speed - Resultant,98.68279572580646
2662,8,2015,Tulare,Wind Speed - Resultant,105.75695270322579
2663,8,2015,Tuolumne,Wind Speed - Resultant,112.75759401612903
2664,8,2015,Ventura,Wind Speed - Resultant,103.17287833870968
2665,8,2015,Yolo,Wind Speed - Resultant,99.54206990322581
2982,9,2015,Amador,Wind Speed - Resultant,79.43488096666667
2983,9,2015,Butte,Wind Speed - Resultant,88.22195334999999
2984,9,2015,Calaveras,Wind Speed - Resultant,108.04958334999999
2985,9,2015,Colusa,Wind Speed - Resultant,80.57129092857143
2986,9,2015,El Dorado,Wind Speed - Resultant,86.60266201111111
2987,9,2015,Fresno,Wind Speed - Resultant,123.80850771944445
2988,9,2015,Glenn,Wind Speed - Resultant,91.87819446666667
2989,9,2015,Imperial,Wind Speed - Resultant,89.80662231034482
2990,9,2015,Inyo,Wind Speed - Resultant,92.1281785851852
2991,9,2015,Kern,Wind Speed - Resultant,103.18766334758364
2992,9,2015,Kings,Wind Speed - Resultant,138.08846876666667
2993,9,2015,Madera,Wind Speed - Resultant,131.37216090833334
2994,9,2015,Mariposa,Wind Speed - Resultant,99.93718750833334
2995,9,2015,Merced,Wind Speed - Resultant,131.4964467
2996,9,2015,Nevada,Wind Speed - Resultant,103.3850556
2997,9,2015,Placer,Wind Speed - Resultant,91.41194446666667
2998,9,2015,Riverside,Wind Speed - Resultant,102.35062500833332
2999,9,2015,Sacramento,Wind Speed - Resultant,99.01219173333334
3000,9,2015,San Benito,Wind Speed - Resultant,56.45594091666667
3001,9,2015,San Bernardino,Wind Speed - Resultant,98.08291363333333
3002,9,2015,San Diego,Wind Speed - Resultant,104.49272595238095
3003,9,2015,San Joaquin,Wind Speed - Resultant,127.60161856111111
3004,9,2015,San Luis Obispo,Wind Speed - Resultant,102.57580541363636
3005,9,2015,Santa Barbara,Wind Speed - Resultant,92.15779971794872
3006,9,2015,Santa Clara,Wind Speed - Resultant,120.36784421666667
3007,9,2015,Shasta,Wind Speed - Resultant,82.54510261666665
3008,9,2015,Stanislaus,Wind Speed - Resultant,135.409977375
3009,9,2015,Sutter,Wind Speed - Resultant,86.06241588333334
3010,9,2015,Tehama,Wind Speed - Resultant,106.13770833333334
3011,9,2015,Tulare,Wind Speed - Resultant,94.8482536409396
3012,9,2015,Tuolumne,Wind Speed - Resultant,111.29404166666667
3013,9,2015,Ventura,Wind Speed - Resultant,90.25021403235294
3014,9,2015,Yolo,Wind Speed - Resultant,111.74798609999999
3328,10,2015,Amador,Wind Speed - Resultant,75.25759411290322
3329,10,2015,Butte,Wind Speed - Resultant,87.46309465053763
3330,10,2015,Calaveras,Wind Speed - Resultant,100.378293
3331,10,2015,Colusa,Wind Speed - Resultant,92.65880380645162
3332,10,2015,El Dorado,Wind Speed - Resultant,79.18225816666667
3333,10,2015,Fresno,Wind Speed - Resultant,106.72693750537634
3334,10,2015,Glenn,Wind Speed - Resultant,104.01579301612904
3335,10,2015,Imperial,Wind Speed - Resultant,110.7880271967213
3336,10,2015,Inyo,Wind Speed - Resultant,102.56330198207884
3337,10,2015,Kern,Wind Speed - Resultant,98.3333156090909
3338,10,2015,Kings,Wind Speed - Resultant,103.18879722580645
3339,10,2015,Madera,Wind Speed - Resultant,109.02993551612904
3340,10,2015,Mariposa,Wind Speed - Resultant,95.96008642741936
3341,10,2015,Merced,Wind Speed - Resultant,110.10844732258064
3342,10,2015,Nevada,Wind Speed - Resultant,91.24536291935483
3343,10,2015,Placer,Wind Speed - Resultant,91.88346772580645
3344,10,2015,Riverside,Wind Speed - Resultant,94.42634408064517
3345,10,2015,Sacramento,Wind Speed - Resultant,97.73735076344086
3346,10,2015,San Benito,Wind Speed - Resultant,50.17193853225807
3347,10,2015,San Bernardino,Wind Speed - Resultant,72.3732965967742
3348,10,2015,San Diego,Wind Speed - Resultant,93.96000088372094
3349,10,2015,San Joaquin,Wind Speed - Resultant,118.4750275
3350,10,2015,San Luis Obispo,Wind Speed - Resultant,100.11605308211143
3351,10,2015,Santa Barbara,Wind Speed - Resultant,92.22869005200945
3352,10,2015,Santa Clara,Wind Speed - Resultant,121.56521151612904
3353,10,2015,Shasta,Wind Speed - Resultant,67.93466316129032
3354,10,2015,Stanislaus,Wind Speed - Resultant,120.11268570754717
3355,10,2015,Sutter,Wind Speed - Resultant,89.31979167741935
3356,10,2015,Tehama,Wind Speed - Resultant,93.82412635483871
3357,10,2015,Tulare,Wind Speed - Resultant,86.17478684827586
3358,10,2015,Tuolumne,Wind Speed - Resultant,108.8855510483871
3359,10,2015,Ventura,Wind Speed - Resultant,83.3645897607527
3360,10,2015,Yolo,Wind Speed - Resultant,115.09233869354838
3668,11,2015,Amador,Wind Speed - Resultant,72.65319445
3669,11,2015,Butte,Wind Speed - Resultant,95.57341823333334
3670,11,2015,Calaveras,Wind Speed - Resultant,96.41326395
3671,11,2015,Colusa,Wind Speed - Resultant,112.3082639
3672,11,2015,El Dorado,Wind Speed - Resultant,85.37153215
3673,11,2015,Fresno,Wind Speed - Resultant,98.23835738055556
3674,11,2015,Glenn,Wind Speed - Resultant,116.59145833333334
3675,11,2015,Imperial,Wind Speed - Resultant,113.24451416386555
3676,11,2015,Inyo,Wind Speed - Resultant,105.29675927777777
3677,11,2015,Kern,Wind Speed - Resultant,94.96135306928839
3678,11,2015,Kings,Wind Speed - Resultant,103.7442549
3679,11,2015,Madera,Wind Speed - Resultant,93.84425475833334
3680,11,2015,Mariposa,Wind Speed - Resultant,66.2056034137931
3681,11,2015,Merced,Wind Speed - Resultant,92.07515955000001
3682,11,2015,Placer,Wind Speed - Resultant,97.1495139
3683,11,2015,Riverside,Wind Speed - Resultant,90.136959
3684,11,2015,Sacramento,Wind Speed - Resultant,102.46000569660194
3685,11,2015,San Benito,Wind Speed - Resultant,50.01963715
3686,11,2015,San Bernardino,Wind Speed - Resultant,77.72290713333334
3687,11,2015,San Diego,Wind Speed - Resultant,86.41114935576924
3688,11,2015,San Joaquin,Wind Speed - Resultant,118.60989248333333
